provider_name,provider_type,state,description,email,contact_number,address,website,payment_method,payment_details
Giffin Strata & Property Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Giffin Strata & Property Services for a Victorian property.,,,,,,
Gilgandra City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Gilgandra City Council.,info@gilgandra.nsw.gov.au,,Gilgandra,https://www.gilgandra.nsw.gov.au,,
Gippsland Owners Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Gippsland Owners Body Corporate for a Victorian property.,,,,,,
Gippsland Region Water,Utility,VIC,Gippsland Water — regional water corporation for central Gippsland.,contactus@gippswater.com.au,1800 066 401,Gippsland Region,https://www.gippswater.com.au,,
Gippsland Strata Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Gippsland Strata Management for a Victorian property.,,,,,,
GL Plan,BodyCorp,VIC,Order the Owners Corporation - Urgent Owners Corporation Certificate - within 2 business days from GL Plan for a Victorian property.,,,,,,
Gladstone Regional Council,LGA,QLD,Order the Rates: Full search from Gladstone Regional Council.,info@gladstone.qld.gov.au,,Gladstone Regional,https://www.gladstone.qld.gov.au,,
Glen Eira City Council,LGA,VIC,Order the Council Land Information Certificate from Glen Eira City Council for a property in Glen Eira City.,mail@gleneira.vic.gov.au,03 9524 3333,Glen Eira City,https://www.gleneira.vic.gov.au,,
Glen Innes Severn City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Glen Innes Severn City Council.,info@gleninnessevern.nsw.gov.au,,Glen Innes Severn,https://www.gleninnessevern.nsw.gov.au,,
Glen Property Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Glen Property Management Pty Ltd for a Victorian property.,,,,,,
Glen-Craig Villages Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Glen-Craig Villages Pty Ltd for a Victorian property.,,,,,,
Glenelg Hopkins Catchment Management Authority,State_government,VIC,Order the CMA Rural Floodplain Certificate from Glenelg Hopkins Catchment Management Authority for a Victorian property.,,,,,,
Glenelg Shire Council,LGA,VIC,Order the Council Land Information Certificate from Glenelg Shire Council for a property in Glenelg Shire.,info@glenelg.vic.gov.au,,Glenelg Shire,https://www.glenelg.vic.gov.au,,
Glenola Court Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Glenola Court Services for a Victorian property.,,,,,,
Glynt Gardens Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Glynt Gardens Owners Corporation for a Victorian property.,,,,,,
GM Property Asset Management (VIC) Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from GM Property Asset Management (VIC) Pty Ltd for a Victorian property.,,,,,,
Goe Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Goe Body Corporate Management for a Victorian property.,,,,,,
Gold Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Gold Body Corporate Management for a Victorian property.,,,,,,
Gold Coast City Council,LGA,QLD,Order the Plumbing drainage plan domestic from Gold Coast City Council.,mail@goldcoast.qld.gov.au,1300 465 326,Gold Coast City,https://www.goldcoast.qld.gov.au,,
Golden Plains Shire Council,LGA,VIC,Order the Council Land Information Certificate from Golden Plains Shire Council for a property in Golden Plains Shire.,info@goldenplains.vic.gov.au,,Golden Plains Shire,https://www.goldenplains.vic.gov.au,,
Goldenfields Water City Council,LGA,NSW,Order the Goldenfields Water Conveyancing Certificate from Goldenfields Water City Council.,info@goldenfieldswater.nsw.gov.au,,Goldenfields Water,https://www.goldenfieldswater.nsw.gov.au,,
Goondiwindi Regional Council,LGA,QLD,Order the Rates: Normal search from Goondiwindi Regional Council.,info@goondiwindi.qld.gov.au,,Goondiwindi Regional,https://www.goondiwindi.qld.gov.au,,
Gorman Kelly Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Gorman Kelly Real Estate for a Victorian property.,,,,,,
Gough Partners Body Corporate Services,BodyCorp,VIC,Order the Urgent within 2 days Owners Corporation Certificate from Gough Partners Body Corporate Services for a Victorian property.,,,,,,
Gough Partners Pty Ltd Body Corporate Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Gough Partners Pty Ltd Body Corporate Services for a Victorian property.,,,,,,
Goulburn Broken Catchment Management Authority,State_government,VIC,Order the CMA Rural Floodplain Certificate from Goulburn Broken Catchment Management Authority for a Victorian property.,,,,,,
Goulburn Mulwaree City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Goulburn Mulwaree City Council.,council@goulburn.nsw.gov.au,02 4823 4444,Goulburn Mulwaree,https://www.goulburn.nsw.gov.au,,
Goulburn Murray Rural Water,Utility,VIC,Goulburn-Murray Water — rural water corporation managing irrigation in northern Victoria.,reception@gmwater.com.au,1800 013 357,Goulburn Murray Rural,https://www.g-mwater.com.au,,
Goulburn Valley Region Water,Utility,VIC,Goulburn Valley Water — regional water corporation for Shepparton and the Goulburn Valley.,contactus@gvwater.vic.gov.au,1800 454 500,Goulburn Valley Region,https://www.gvwater.vic.gov.au,,
Grace Singleton,BodyCorp,VIC,Order the Owners Corporation Certificate from Grace Singleton for a Victorian property.,,,,,,
Gracevale Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Gracevale Body Corporate for a Victorian property.,,,,,,
Gracevale Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Gracevale Owners Corporation for a Victorian property.,,,,,,
Graeme Kaye,BodyCorp,VIC,Order the Owners Corporation Certificate from Graeme Kaye for a Victorian property.,,,,,,
Graham Cook Consulting Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Graham Cook Consulting Services for a Victorian property.,,,,,,
Grampians Wimmera Mallee Water,Utility,VIC,"GWMWater — regional water corporation for the Grampians, Wimmera and Mallee.",info@gwmwater.org.au,1300 659 961,Grampians Wimmera Mallee,https://www.gwmwater.org.au,,
Grandview Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Grandview Body Corporate Management for a Victorian property.,,,,,,
Gray Johnson Melbourne Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Gray Johnson Melbourne Pty Ltd for a Victorian property.,,,,,,
GRD Real Estate,BodyCorp,VIC,Order the Urgent within 3-5 days Owners Corporation Certificate from GRD Real Estate for a Victorian property.,,,,,,
Greater Bendigo City Council,LGA,VIC,Order the Council Land Information Certificate from Greater Bendigo City Council for a property in Greater Bendigo City.,requests@bendigo.vic.gov.au,03 5434 6000,Greater Bendigo City,https://www.bendigo.vic.gov.au,,
Greater Dandenong City Council,LGA,VIC,Order the Council Land Information Certificate from Greater Dandenong City Council for a property in Greater Dandenong City.,council@cgd.vic.gov.au,8571 1000,Greater Dandenong City,https://www.greaterdandenong.vic.gov.au,,
Greater Geelong City Council,LGA,VIC,Order the Council Land Information Certificate from Greater Geelong City Council for a property in Greater Geelong.,contactus@geelongcity.vic.gov.au,03 5272 5272,Greater Geelong,https://www.geelongaustralia.com.au,,
Greater Hume Shire Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Greater Hume Shire Council.,info@greaterhume.nsw.gov.au,,Greater Hume Shire,https://www.greaterhume.nsw.gov.au,,
Greater Shepparton City Council,LGA,VIC,Order the Council Land Information Certificate from Greater Shepparton City Council for a property in Greater Shepparton City.,info@greatershepparton.vic.gov.au,,Greater Shepparton City,https://www.greatershepparton.vic.gov.au,,
Greater Western Water,Utility,VIC,Greater Western Water — water retailer for Melbourne’s west and north-west (formerly City West Water and Western Water).,info@gww.com.au,13 44 99,Greater Western,https://www.gww.com.au,,
Greenview Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Greenview Body Corporate for a Victorian property.,,,,,,
Greenwood Village Mews,BodyCorp,VIC,Order the Owners Corporation Certificate from Greenwood Village Mews for a Victorian property.,,,,,,
GREG TAYLOR REAL ESTATE P/L,BodyCorp,VIC,Order the Owners Corporation Certificate from GREG TAYLOR REAL ESTATE P/L for a Victorian property.,,,,,,
Greg Taylors Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Greg Taylors Real Estate for a Victorian property.,,,,,,
Gregory Conan,BodyCorp,VIC,Order the Owners Corporation Certificate from Gregory Conan for a Victorian property.,,,,,,
Griffin Park Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Griffin Park Pty Ltd for a Victorian property.,,,,,,
Griffith City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Griffith City Council.,info@griffith.nsw.gov.au,,Griffith,https://www.griffith.nsw.gov.au,,
GRN Property Consultants Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from GRN Property Consultants Pty Ltd for a Victorian property.,,,,,,
Grocon Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Grocon Pty Ltd for a Victorian property.,,,,,,
Grollo Real Estate Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Grollo Real Estate Management Pty Ltd for a Victorian property.,,,,,,
Grosvenor Place Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Grosvenor Place Pty Ltd for a Victorian property.,,,,,,
GS Strata Management,BodyCorp,VIC,Order the Owners Corporation Certificate from GS Strata Management for a Victorian property.,,,,,,
GS&T Management Services,BodyCorp,VIC,Order the Owners Corporation Certificate from GS&T Management Services for a Victorian property.,,,,,,
Gunnedah City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Gunnedah City Council.,info@gunnedah.nsw.gov.au,,Gunnedah,https://www.gunnedah.nsw.gov.au,,
Guyett Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Guyett Real Estate Pty Ltd for a Victorian property.,,,,,,
Gwydir City Council,LGA,NSW,Order the Rates Certificate S.603 from Gwydir City Council.,info@gwydir.nsw.gov.au,,Gwydir,https://www.gwydir.nsw.gov.au,,
Gympie Regional Council,LGA,QLD,Order the Rates: only search from Gympie Regional Council.,info@gympie.qld.gov.au,,Gympie Regional,https://www.gympie.qld.gov.au,,
H + D Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from H + D Real Estate for a Victorian property.,,,,,,
H K Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from H K Management Pty Ltd for a Victorian property.,,,,,,
Habitat Owners Corporation Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Habitat Owners Corporation Services for a Victorian property.,,,,,,
Halfapercent Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Halfapercent Real Estate for a Victorian property.,,,,,,
Hallmarc Asset Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Hallmarc Asset Management Pty Ltd for a Victorian property.,,,,,,
Ham Kerr Property,BodyCorp,VIC,Order the Owners Corporation Certificate from Ham Kerr Property for a Victorian property.,,,,,,
Hambly Morgan,BodyCorp,VIC,Order the Owners Corporation Certificate from Hambly Morgan for a Victorian property.,,,,,,
Hamilton Lawson Extraordinaire,BodyCorp,VIC,Order the Owners Corporation Certificate from Hamilton Lawson Extraordinaire for a Victorian property.,,,,,,
Hamilton Lawson Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Hamilton Lawson Real Estate for a Victorian property.,,,,,,
Hampton Real Estate Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Hampton Real Estate Services for a Victorian property.,,,,,,
Harbour View Apartments,BodyCorp,VIC,Order the Body Corporate - Owners Corporation Certificate from Harbour View Apartments for a Victorian property.,,,,,,
Harcourts Carlton,BodyCorp,VIC,Order the Owners Corporation Certificate from Harcourts Carlton for a Victorian property.,,,,,,
Harcourts Carrum Downs,BodyCorp,VIC,Order the Owners Corporation Certificate from Harcourts Carrum Downs for a Victorian property.,,,,,,
Harcourts Croydon,BodyCorp,VIC,Order the Owners Corporation Certificate from Harcourts Croydon for a Victorian property.,,,,,,
Harcourts North Geelong,BodyCorp,VIC,Order the Owners Corporation Certificate from Harcourts North Geelong for a Victorian property.,,,,,,
Harlow Strata Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Harlow Strata Services for a Victorian property.,,,,,,
Harold Sztainbok & Co. Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Harold Sztainbok & Co.,,,,,,
Harris Carlson Lawyers,BodyCorp,VIC,Order the Owners Corporation Certificate from Harris Carlson Lawyers for a Victorian property.,,,,,,
Harris Developments Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Harris Developments Pty Ltd for a Victorian property.,,,,,,
Harvie Property Services P/L,BodyCorp,VIC,Order the Owners Corporation Certificate from Harvie Property Services P/L for a Victorian property.,,,,,,
Hathaway Close Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Hathaway Close Pty Ltd for a Victorian property.,,,,,,
Haughton Stotts Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Haughton Stotts Pty Ltd for a Victorian property.,,,,,,
Hawkesbury City Council,LGA,NSW,Order the Outstanding Notices S.121ZP from Hawkesbury City Council.,council@hawkesbury.nsw.gov.au,02 4560 4444,Hawkesbury,https://www.hawkesbury.nsw.gov.au,,
Hay City Council,LGA,NSW,Order the Outstanding Notices S.121ZP from Hay City Council.,info@hay.nsw.gov.au,,Hay,https://www.hay.nsw.gov.au,,
Hayden Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Hayden Real Estate for a Victorian property.,,,,,,
Heart Property,BodyCorp,VIC,Order the Owners Corporation Certificate from Heart Property for a Victorian property.,,,,,,
Heinz & Partners,BodyCorp,VIC,Order the Owners Corporation Certificate from Heinz & Partners for a Victorian property.,,,,,,
Helen Gilhome,BodyCorp,VIC,Order the Owners Corporation Certificate from Helen Gilhome for a Victorian property.,,,,,,
Hepburn Shire Council,LGA,VIC,Order the Council Land Information Certificate from Hepburn Shire Council for a property in Hepburn Shire.,info@hepburn.vic.gov.au,,Hepburn Shire,https://www.hepburn.vic.gov.au,,
